Id,Score
322252,4
954909,3
175749,4
1057858,4
1231443,4
898164,4
1094361,1
1169016,4
1613333,4
1623851,3
434501,4
1169212,5
648824,3
742456,4
1454956,5
144233,4
687419,2
531591,4
1446878,4
364872,3
508068,4
482675,2
825210,2
255451,4
550317,3
199752,5
187324,5
1057940,4
185202,4
1687364,4
1372397,3
92426,4
730705,3
1092730,4
614407,2
593613,3
755051,3
1501935,3
1610664,5
79796,2
1289090,3
1097133,5
427820,2
263645,4
616133,4
1282387,4
1691318,1
665927,4
120828,4
361012,3
1312822,3
141069,3
188800,4
329496,5
669285,3
155449,3
544816,4
1659355,2
1124591,4
1411500,4
211167,3
1353296,4
849635,5
1500824,4
470929,5
1343806,3
1425960,4
554180,4
1362197,1
1348801,2
1044947,5
481098,4
327743,4
1622159,5
1152841,4
5879,4
1477180,4
1158396,3
712124,2
904690,2
1594331,5
1334419,3
685631,3
183187,4
920877,3
1339361,3
118320,4
524772,4
1647943,5
1696664,4
424778,3
448927,3
409982,5
1156939,3
391290,4
694834,4
1409150,3
1257217,3
340840,2
55522,5
153777,3
218797,2
21882,2
1505277,4
434082,2
964495,4
138825,4
1162147,5
515860,2
1470041,3
1591594,4
1385036,5
948501,5
347487,3
1233457,1
1217695,4
1687744,3
434542,5
486543,3
240062,4
22654,5
1373513,5
432070,3
1096824,4
653104,4
838882,2
1056190,5
1205442,3
1042456,4
1449331,3
343917,3
1570603,5
1279440,3
864137,4
878782,4
1014405,4
766064,2
565967,3
1393109,4
1221354,5
966260,4
1201362,4
500506,2
718847,3
639130,5
154579,4
593934,4
403947,4
321335,5
743522,3
400338,5
415519,4
1373694,4
467394,4
974274,4
102835,3
499474,4
1146640,1
299382,4
1064974,3
547257,4
1251200,5
258815,4
431254,3
180758,3
155030,4
1596431,5
360824,3
203417,5
880834,4
1633426,2
220412,4
781854,4
1056799,3
1452970,3
1595087,4
116054,4
800057,4
157611,4
28875,3
1309076,2
941522,5
1430178,4
443298,4
406861,4
464338,3
913252,4
956039,4
1059555,4
1494666,4
1571397,4
52671,4
1371478,2
406616,4
498369,3
612964,3
930250,4
322648,3
550269,2
1686402,4
373628,3
191573,2
1596917,3
1611492,2
349009,4
1281216,4
181616,5
436906,2
173236,4
185455,5
1172792,3
844301,4
206847,4
1081649,5
1369495,4
656093,4
78789,3
996895,5
746286,4
1669667,5
4718,4
843579,4
212293,3
1272163,3
1194409,5
885714,4
654014,3
1082555,1
1437261,4
1235748,2
57091,5
1378953,4
1221780,3
449465,3
286854,2
128192,3
700088,3
493384,4
872872,2
790683,4
1006493,4
577202,4
1574993,4
1060537,5
1066923,4
1424496,5
118941,3
232905,5
1545661,3
553208,4
947132,4
617004,2
1152651,5
1613558,5
1127211,1
79870,1
1223158,4
471171,4
355195,5
1680434,4
614387,2
934786,4
495482,4
1309207,4
1288013,4
1511529,4
1005511,3
1405521,3
1319797,3
13286,4
393226,4
115184,4
1314726,5
713183,3
1550669,5
242675,4
338059,5
110004,5
1391755,5
720258,4
379579,4
797843,4
1182368,2
263066,3
1612186,4
913527,4
1092184,4
1606589,4
1322589,4
1009477,3
1156470,4
1489406,4
40701,5
981039,5
34177,4
493976,3
1000228,4
370504,2
413746,4
1681145,3
35276,2
450847,4
797632,4
1239765,2
452859,4
54736,4
1564278,4
1658959,2
363127,4
872894,5
282039,3
258256,4
605475,4
1289088,4
1178788,4
1578624,3
489638,4
1423117,3
309293,4
373201,2
1492320,3
1428902,2
1691637,4
790058,2
996083,4
1279992,2
1307380,5
522013,4
599528,4
318874,5
1602870,4
88915,2
581650,5
302954,5
620122,5
699150,3
294673,3
1577543,3
1196209,3
657040,4
587944,4
742130,4
92999,4
1274423,4
1138143,4
208923,5
678000,4
1673336,4
1061807,3
218679,3
1600622,3
1046450,4
1584011,5
1011897,5
761008,4
1287385,5
471868,3
1342547,4
862509,3
905224,4
658861,3
1361831,2
263374,4
1122866,5
906085,4
410776,4
1070932,5
901315,4
1681500,5
75091,4
974808,4
1033151,4
4300,3
1131914,5
44860,4
1171052,4
1047138,2
151212,2
129037,4
1310513,4
334826,3
1457871,4
204398,4
1056012,5
1384307,5
181252,3
370892,5
981640,5
738141,5
760917,2
1515457,5
296908,2
1100311,2
1006371,4
1665256,4
644565,3
397132,4
651119,5
225186,4
880505,3
1300923,5
854989,3
1006808,5
344797,3
240265,4
1193827,2
862400,3
564142,4
1214384,4
227406,4
577484,3
1428088,5
1326632,5
1403648,5
992826,4
1289648,4
345884,4
599205,3
415756,5
1397549,4
680150,4
567571,3
1363657,5
1243501,4
1046341,5
1538918,4
862501,5
790655,4
235197,5
390081,4
1514734,4
30281,4
1364211,4
218454,5
1065946,4
1681204,3
1126474,3
855133,4
183786,3
992746,4
760625,2
648840,4
1342503,3
1574417,3
1652185,1
1269225,5
434972,4
656521,3
1587513,3
277607,5
1056739,3
1680265,2
157821,4
652800,4
782070,2
1275710,2
1345276,2
461875,3
320294,4
918256,4
1674470,4
86391,2
1065747,4
1590372,3
479580,4
254400,4
633162,3
676785,3
1638366,2
1528041,4
1341922,5
1445394,5
975889,5
831844,4
1155046,4
1347311,5
261805,4
1218316,2
164143,2
665113,3
1598665,3
638025,3
229859,3
670828,2
717771,4
643064,4
502117,2
862549,4
1492431,4
1036039,4
616711,4
1018928,4
1423605,5
1263265,3
1313710,5
555520,4
434097,5
1576955,3
17729,3
1216362,3
1164759,5
178253,3
177231,5
127358,4
101684,5
1544347,3
526926,3
1676214,5
1692508,3
1127831,3
158500,2
356201,2
971484,5
1210184,5
1491145,3
341597,5
1509396,2
768231,2
474163,3
136763,4
1536818,5
26236,4
1285763,5
1329946,3
1538710,3
1666312,5
1223263,5
899444,2
51316,3
1443375,3
1061084,5
348445,4
835434,4
149089,3
765427,4
260401,4
284605,3
976836,4
1280928,4
1535431,5
1401604,4
826104,5
584910,4
1431821,4
318600,5
726452,3
628516,4
477579,5
1048349,3
1441419,4
955401,3
1274747,4
849992,4
218798,4
1007141,2
62654,4
675686,4
339850,4
1421327,3
492227,3
1519465,4
110149,5
699456,4
1077544,4
1122123,3
644734,4
1212210,5
1177224,3
892354,4
1461088,4
958884,4
111842,5
948064,4
1116071,2
1505957,4
1226900,4
421122,4
555814,3
788820,4
1528527,3
885914,4
652730,3
1267248,3
1045521,3
25073,3
215256,3
908158,2
1388929,1
485113,3
648413,3
291182,4
885042,4
1490918,3
761522,3
1276548,2
1598482,5
1122870,3
1060519,3
708250,4
924427,4
466937,2
327183,5
722333,3
1685747,2
727032,4
1561022,1
1535452,4
1114679,3
594007,3
265614,4
922562,4
1014498,4
1436211,5
323355,4
175209,3
1197114,3
409326,2
1446502,4
137505,2
1574964,4
1684082,3
512222,5
1120122,3
298984,5
1362270,3
82562,5
130951,2
1159197,2
1441352,4
1051080,5
744767,2
496209,4
1310067,2
451491,3
1182240,4
380544,3
439224,1
1679855,4
1207003,4
1266014,2
912937,5
231692,4
1662948,3
818095,3
929404,4
1259962,4
1255654,4
382357,5
664182,4
634422,3
1236807,3
1246935,3
1058078,3
1198783,3
332858,3
1300341,3
500883,3
1155779,4
833309,5
376030,4
1183200,5
342583,4
1610940,4
799454,5
1204599,4
138997,4
1671424,5
531056,3
200304,4
396330,5
1187885,4
418645,2
924797,3
790853,5
1076400,4
1495803,3
1326760,4
35131,4
589391,3
1541365,3
1330838,5
888964,4
902778,3
1372678,1
1573518,5
695764,5
687330,3
1403349,2
497645,3
258038,3
393926,2
71159,2
565130,3
207602,4
399277,5
1300673,5
25420,2
845780,4
1065263,4
929090,5
1230441,3
713423,4
1410477,4
1058960,5
1158923,4
1657227,4
206299,4
1642386,2
1517767,4
1225151,2
1470458,2
335048,4
1262923,3
1568023,5
1197143,3
209888,4
38728,4
571712,4
1588140,2
1056526,3
46160,4
1461001,4
838588,3
1669910,2
140131,4
535339,4
105329,5
1002265,5
1303361,2
916370,4
1189689,4
1603400,5
126672,5
1239527,4
1434410,5
1198555,4
1156719,4
741568,5
623093,3
768672,3
1590357,3
252701,3
268995,4
1072666,3
278772,5
1203716,4
996129,2
859794,3
1255084,4
388770,4
826018,4
1477787,5
1014283,4
825520,3
806378,3
755351,5
154698,4
610517,3
210500,4
1326581,5
1248826,5
424914,4
556896,4
1144607,4
1534038,4
1618411,4
805382,4
63741,4
292639,4
998654,3
971713,2
584055,3
640368,2
681423,2
1112535,3
1512821,5
706101,5
1558411,3
244207,4
850744,2
1161701,5
245408,4
127186,4
311514,4
6751,2
1280489,4
1255839,4
770769,4
1541895,3
1025632,2
876549,5
66497,4
1465962,5
1313929,5
1113991,2
1347190,4
832278,3
758103,3
226558,5
628922,4
687450,3
1286920,1
997380,3
446711,5
206032,4
414730,2
771276,3
1386087,3
823784,3
358076,3
154359,4
1558508,3
1142109,3
1327921,2
379940,3
677571,3
1356411,5
543614,4
1257941,4
1182944,4
1351923,5
1208790,4
957473,5
1172301,3
1509985,3
1528205,3
1577898,4
1596489,4
1514934,1
1201646,2
895616,4
1151551,4
309260,4
1117295,4
1554536,4
111683,2
1016782,3
1194027,5
839326,4
753916,4
1186699,2
267386,5
1446733,5
387344,4
684659,2
915165,4
132755,4
1051979,2
838739,3
63248,4
258746,4
645545,3
1676295,4
111614,4
881861,5
1387845,4
1429150,2
1245514,4
1212781,3
857707,4
219682,3
1369055,5
1671829,3
451328,3
944823,2
1022283,5
908629,5
605613,3
14257,2
1021856,3
358413,4
1549379,4
1461858,5
1232546,2
872068,4
936156,5
828255,4
314241,2
1213673,3
660326,5
786157,4
396865,4
174385,5
296582,4
590156,4
566441,3
384070,3
821234,3
779323,5
892088,3
1603085,4
1594903,4
447149,4
1686107,4
1394746,3
1030364,4
500031,5
1021694,5
552363,2
481777,5
868192,1
1440688,3
150663,5
1594176,5
969750,2
32183,1
1147763,4
1380166,3
118813,2
1135004,4
992452,3
1564115,5
602217,4
332478,2
1623468,5
1021680,5
620721,4
1084500,3
30475,3
632396,4
1657843,5
552529,4
1093381,5
345702,3
1174167,4
1573849,3
1626314,5
973495,3
1221262,5
940113,3
1223747,4
1308559,4
1382460,3
785505,4
142653,4
1305218,2
399405,2
356148,5
967880,3
237124,5
1340985,4
1043463,2
1258129,4
1511969,5
385089,4
575978,4
1593432,5
740068,3
1016094,3
351552,4
297481,4
1691255,3
1045177,3
1303861,3
80055,4
1253746,5
1070138,2
1122773,2
664059,4
691450,5
855201,4
62036,1
68727,3
828005,4
418465,2
1069877,4
848590,3
1689125,4
1697280,2
607970,4
720502,4
21517,4
292987,4
49882,4
1200483,5
911721,4
139153,4
1617009,5
1497275,4
964461,3
302409,5
1278474,3
1429906,3
556191,2
267875,4
692964,3
849195,4
856782,4
337653,2
1506433,2
1077754,4
1333199,2
1335229,5
1534658,4
104755,3
438201,2
377667,4
875709,3
656263,4
596151,4
655853,4
812617,4
141241,3
968555,4
647091,4
365131,4
1108464,3
15748,2
1463286,4
679368,4
346077,2
1522602,5
439637,5
868057,3
352963,5
714556,4
244218,4
1693567,5
538105,5
802840,4
1059806,4
1216928,3
1444857,2
323304,2
473875,4
188983,5
299050,5
592942,5
270896,2
1087406,5
1355607,4
152656,4
175019,5
1414836,5
616073,5
570545,3
509282,3
881625,3
666958,2
22069,4
659757,4
1270003,5
786035,5
1230338,2
753634,4
1511064,4
41367,4
964526,4
255744,5
373465,3
90121,3
460068,3
1325564,4
24007,4
380552,4
475952,4
17206,4
1465398,4
960308,2
998497,2
1199140,4
748678,4
728335,4
208398,3
515552,4
691165,4
1431702,4
1140207,2
535679,4
1640640,4
1467151,4
1209299,3
956173,3
568077,4
945664,5
456217,4
1040541,4
1231111,3
60137,4
992107,3
391258,4
842223,4
372344,4
1034977,5
642041,4
1419596,2
61873,5
189606,4
137989,4
918609,1
1345952,3
1088215,5
841034,3
1508315,4
224204,4
191101,3
96965,4
1091628,4
167132,2
255233,4
140677,3
235838,4
446787,2
4454,4
209901,4
1228992,4
1530943,5
837504,5
856455,4
422858,3
986030,4
1116511,4
696192,4
952490,3
962804,2
707915,3
902386,4
93010,4
47147,4
427415,2
881930,3
1648984,2
163038,2
1154196,3
1299828,4
466959,3
1166822,3
1216035,5
1273502,4
276211,5
411050,4
1262639,5
438492,3
514627,4
1226025,5
991004,1
1203759,1
1643194,3
536035,2
21233,2
183922,4
549947,3
1032591,4
444752,2
296595,4
289734,5
1402807,4
558489,3
1330402,2
609406,3
1560762,4
48290,4
362682,2
1448625,2
932917,4
568996,4
925122,3
1318252,2
1297984,3
1166779,1
669754,4
293737,4
1687748,3
1431336,4
335652,4
787757,3
388431,5
844954,5
1477710,4
110402,4
600911,5
429598,3
41192,4
455242,4
543229,4
1696299,3
37150,3
1472497,4
1452262,4
189254,5
303517,3
376347,3
146929,4
1345380,5
1680503,3
1443917,4
638994,4
1441210,5
433550,4
841299,4
1625442,5
431447,4
1600097,3
759343,3
27150,3
1554062,5
701088,5
942776,4
1386822,5
203793,4
1169182,4
1373044,4
576757,3
1282962,5
1497138,3
67848,3
1184339,4
1441180,4
297536,4
1617507,5
679323,4
695060,3
1660629,2
703464,5
978202,3
1487868,3
254381,5
991354,4
1351813,5
717222,4
1268152,4
954796,4
1085487,4
727525,2
1220488,4
305163,5
141591,5
221069,3
1522630,5
651837,2
661365,4
1637407,4
1467926,3
328636,4
1158131,4
110809,3
80915,5
739837,4
1333424,3
1108867,5
889403,3
788772,5
286910,4
550951,5
1459729,4
769755,2
306472,4
196821,3
1524532,2
931141,3
216686,4
1110142,4
410194,5
1318783,4
1557354,3
8123,4
242151,4
1361598,5
499012,4
714033,4
1498824,5
1108152,3
667148,4
553380,4
718197,3
372453,4
1464232,3
630694,2
475251,3
58392,3
183026,4
1609132,2
564933,3
57562,4
1403290,4
511849,5
1374469,3
357800,2
578114,5
1047646,4
1098825,4
898401,4
423875,5
1084055,4
50675,4
931860,3
1156071,2
666083,4
253604,4
486788,4
242285,4
764505,4
1233893,5
751878,5
821065,2
663693,3
1394053,2
59592,3
1157288,4
332584,4
1685617,2
396092,3
1514535,4
19494,2
1172461,3
627844,5
1096116,4
771703,4
1008819,4
436050,2
960239,4
1446769,4
1299758,4
366330,2
1443124,3
4224,5
437369,3
704786,3
1630173,2
1157038,4
914990,5
1530194,4
1314619,4
1067613,3
1626416,3
661296,2
610826,2
1492531,4
774419,4
1429931,3
1313683,4
795093,3
145470,5
308804,4
508752,5
193203,5
161037,5
1273611,4
982639,4
1515447,4
1233136,4
700597,3
1199927,3
689546,5
266423,4
1600790,3
1398234,3
921907,5
1577910,4
1353292,5
21754,4
668561,3
1063164,4
1217421,4
825527,3
567462,2
1381378,4
311787,4
1387150,4
83291,3
1398319,5
1686076,4
795395,3
113552,2
800987,3
207295,4
1113098,3
348636,4
812815,3
292693,5
784546,4
283691,3
1062155,5
672403,2
1464325,4
658089,3
1128922,3
593951,3
345161,3
484881,3
792214,4
495672,4
363288,2
158356,5
1693441,4
780274,4
246763,4
1343161,2
13118,5
827597,3
114592,4
1695835,5
538418,4
1377311,4
1090967,3
296343,4
1115695,3
95033,5
1476310,3
1121455,4
1260178,3
1088246,2
1311492,4
125687,3
922760,2
675892,2
923467,4
1482452,3
799084,3
1667417,4
1447181,4
838900,3
1594188,4
1226635,3
92235,4
1080028,4
292525,3
1183707,4
1355211,2
1460049,4
1,3
532987,4
1392802,4
861137,3
539607,3
97890,2
598319,4
1391215,4
208359,5
1323476,2
484428,3
34872,4
336856,3
1544481,3
496942,4
120234,3
1062970,4
1259389,4
606845,1
1451920,5
1390805,3
570344,2
1561563,1
177515,5
471233,5
1251536,5
389337,3
1160110,3
1622480,2
1618963,3
1024093,2
1418646,5
413777,4
699984,3
980386,4
1081416,3
1473191,5
620134,5
183875,4
198335,4
385306,4
97000,4
1504069,3
957140,3
715053,5
1626140,4
1219032,3
1359403,4
958654,4
450329,4
891220,3
1254502,4
606933,3
1300742,5
1013907,3
1655036,5
1331034,5
1451419,5
858280,4
1029155,3
1491996,4
71793,4
781165,4
1576697,5
555920,5
387594,3
292059,3
861485,5
311910,3
1395463,5
1251138,5
455599,4
364116,4
955260,4
566852,2
1152514,2
1407232,4
51259,1
545403,5
789744,3
138354,2
571110,5
480217,4
1250195,5
633787,3
102363,4
1690827,4
621586,4
1297248,2
643072,2
1472303,3
1215080,3
672561,2
1175140,3
1471860,2
1684432,2
1174999,1
426672,3
406635,4
1420795,4
1472385,2
1061882,4
1218968,4
799911,2
673961,2
1582881,4
946380,4
1576102,3
947943,5
805321,4
358619,1
750560,3
811733,4
167271,4
1472532,3
108960,3
698434,2
1268957,3
564001,4
1651643,5
393687,4
1375284,4
676368,4
1321691,3
1437750,5
1157165,2
917941,4
1413976,3
1686857,4
1222051,2
1005265,5
1474709,4
1015647,4
418732,4
372327,3
112701,5
51832,5
1331889,4
740082,3
1518870,3
1248951,4
559371,4
479425,4
1444498,3
1152793,4
1662467,3
1260017,5
227049,2
661545,3
255761,4
833753,3
1241524,1
58179,3
742793,3
1105860,2
837755,5
1324656,2
1638645,4
619047,2
1588663,5
949049,5
805606,5
751389,5
1528040,4
622717,4
1654230,4
25260,2
1601438,4
947395,4
404751,3
1242291,2
1321134,3
1303271,3
1002590,4
958437,4
504732,3
697761,4
226306,4
1473843,4
89488,4
1522030,3
963773,4
1629832,5
1337048,3
787730,3
372672,4
1512927,4
745439,3
471190,4
865773,5
461010,3
729652,4
1240911,3
1536932,2
158724,2
760863,4
525564,5
1136923,4
337932,4
1158488,5
984603,4
488076,3
1381250,3
550501,2
371371,4
1311057,2
214790,4
774729,4
1603608,2
1458528,3
1018846,4
1684853,4
551209,5
472730,3
1026107,4
1345184,4
1130487,4
287657,4
1439600,4
131604,4
1042682,2
1516789,4
25875,3
991573,4
1239135,5
1460865,4
766186,3
1697398,4
1410789,3
1171513,4
252696,2
376257,2
402255,3
571333,4
1673001,5
264379,4
1361830,1
1434476,4
765798,4
448178,4
1433009,2
882770,3
1556125,3
1258213,2
594588,4
1116083,3
888674,4
1234945,5
1576791,5
280945,2
250170,3
252042,4
1160940,3
651219,4
1226878,4
864859,3
889753,4
967913,2
337371,4
102549,5
223456,4
1282849,3
968989,4
351494,3
76813,4
666992,2
427698,2
154692,2
178315,5
727277,3
1348614,4
233807,4
1451794,4
1300282,2
1632829,4
1426289,5
263239,4
436349,4
1439929,3
1688926,4
891975,4
1627506,3
1001540,4
747617,2
207260,4
889134,4
250875,5
1461857,4
1544999,5
1137106,2
1550660,5
1491398,4
556798,1
1117998,4
1283552,4
591591,4
729416,3
889125,2
676857,3
457984,3
971301,3
1582446,3
881678,4
954623,3
1391120,4
1056836,3
810371,3
1143684,3
847878,5
1069624,3
301540,2
1332735,4
980847,5
64501,4
645707,4
1422703,3
152466,4
1361942,4
423793,3
1604542,4
218778,3
427161,3
1325750,4
1387759,3
875670,2
764456,4
1144696,4
770002,4
753425,3
626547,3
1519171,3
669906,4
369835,2
1365981,3
618561,5
1289496,5
733458,4
698135,2
334185,5
74333,4
1277817,3
152310,5
1144065,2
416998,4
899514,4
642032,4
170097,3
567864,5
86062,5
1694955,5
596355,3
45077,5
1520136,5
326783,4
553789,5
1129361,4
1565049,3
174826,4
1379599,2
1677576,4
1295789,5
1662916,3
1448782,3
187787,2
1524109,5
544074,3
962036,5
868604,4
121185,5
1647517,4
923145,5
291387,4
1539459,4
1456783,5
917072,5
730958,3
226438,3
510924,5
519886,3
1523433,4
435894,3
1265409,2
807807,3
1125428,3
527253,3
1266989,3
1427058,4
764422,5
1424404,5
1246293,3
375843,4
1412346,4
1627008,3
1020174,3
683432,3
456539,4
1656356,1
1633378,4
767855,4
1526057,3
772342,3
1206950,4
861006,5
842716,4
1447031,4
1486561,4
1174875,3
1340684,5
270686,4
1531984,4
1518859,5
893948,3
918904,5
1094002,3
1059112,3
589979,3
4516,5
240088,4
363048,4
842967,3
606534,2
546764,2
1056248,3
180182,3
481515,4
974383,2
942023,4
1642883,3
467622,4
556132,5
1298836,4
1291473,4
689971,4
515504,4
1160420,4
1686396,5
95745,5
620333,1
590909,3
1090796,2
1324672,4
1447821,3
1213417,3
1073230,4
373278,4
183878,2
390336,5
1525593,3
509336,4
1380546,2
402128,4
508754,4
1247572,3
1114893,3
126417,5
723629,4
660268,5
128014,3
968161,4
780292,4
1625462,2
932204,4
91530,5
36127,3
1403996,2
608921,2
1115702,5
1508259,3
1408777,4
379372,3
217187,4
910744,4
691791,3
1192871,4
6293,4
1513822,5
1294513,3
731572,3
81280,5
1394010,2
1295299,5
827940,4
376729,3
10018,4
1199515,1
884992,3
784875,2
331021,3
1438249,5
796481,2
675932,3
747034,2
1176700,5
1639923,4
322821,5
1546733,3
1362228,5
1538120,4
534922,4
943811,2
231394,4
445152,3
132229,4
240108,5
523633,2
1375552,3
442880,2
76264,4
953931,5
118470,2
748013,5
944156,4
1270273,2
710800,4
1333238,5
1252674,4
929284,3
420340,1
402090,4
1331792,2
1319153,4
1657722,5
836194,4
290631,5
1340370,4
1244266,4
927628,5
581715,3
1575666,3
1139462,4
1080909,4
643691,3
371148,2
1564098,5
1283077,1
804838,5
67021,4
1353378,5
1588421,2
1481051,4
759899,5
898658,5
659017,2
1479055,4
271820,3
238704,3
322653,4
640553,5
1035472,5
821127,3
1096977,1
1093193,5
348495,4
642425,4
136084,5
73474,4
1393913,2
467224,5
782406,4
1306123,4
66788,3
1282201,2
783926,4
1136480,3
1315926,2
73917,4
485838,3
1255899,4
152509,5
375960,4
438830,4
296820,2
869651,4
763407,3
1393146,3
125826,5
1689935,4
1313348,4
70774,3
953406,2
1579764,2
1519031,3
379692,5
1220871,3
302568,4
1512381,4
1669019,4
1063462,5
637503,2
463873,2
384291,3
462196,4
1532077,2
1567682,4
876775,4
369502,4
99489,4
974541,1
96196,5
941525,5
163322,5
561075,5
1335991,4
1542567,3
110718,4
1304211,4
262200,5
596616,2
404182,2
1683576,2
106048,4
1684711,4
1666625,3
318918,4
697781,3
245318,4
1433005,4
1642052,4
570640,4
106243,4
1174105,4
1019429,5
721436,4
559425,3
1323995,4
934450,5
825963,3
1436770,3
568181,4
21172,2
224346,5
934202,5
1191778,4
1548591,4
1392661,3
1634114,5
821900,5
124717,4
1542743,4
683308,4
1352247,5
1318512,1
1143629,3
658763,3
1606267,4
300391,5
898474,3
411598,2
1473412,4
1195919,3
1043143,4
1253910,3
315050,4
400105,3
455274,4
444392,3
536849,4
804725,3
114207,3
1445258,3
1426520,4
912655,2
669052,4
357066,3
489530,4
1112540,2
894234,4
938617,4
912170,4
1128192,3
16857,5
146043,5
1678195,5
1160974,2
738927,4
1420808,4
992475,4
1024994,4
1103339,4
1671429,4
1251323,3
893706,3
1492497,1
1564815,4
1099595,4
368461,3
140081,2
670081,4
201845,3
129472,4
36402,4
765866,4
1469847,3
509121,4
1273597,5
760832,3
1192285,2
530686,3
1667234,2
1077978,4
343144,4
870799,3
64620,5
1636555,4
793615,3
221291,5
971259,5
284979,4
780012,4
845642,3
939963,5
41830,4
972959,5
1417106,4
625213,4
981397,3
115260,4
988723,2
922276,4
194851,4
1248452,5
1481305,4
165763,5
1112386,4
900191,4
476231,3
658046,3
242833,2
1289515,4
202771,3
674578,2
364234,4
1377228,4
119309,5
1569225,4
314265,3
702875,4
1691770,4
326144,4
1039161,3
808874,2
759483,4
64888,5
813744,3
473648,4
715919,3
852978,3
50854,5
114948,2
1169366,2
1454860,4
941558,4
328254,5
714959,4
851405,2
1695477,4
1074698,3
1399232,4
279470,3
671276,2
908168,2
1494820,4
885725,1
455249,4
1517697,4
944876,4
700135,4
1082351,5
889348,3
1500100,4
206528,3
1363111,3
1243443,4
735231,2
1118526,3
705914,4
1626098,5
404493,4
828813,2
85072,4
259355,2
227867,3
544017,3
1500507,4
225934,4
1445663,3
491995,3
486025,4
604984,3
1182343,4
969045,3
921702,5
682142,4
1398951,4
1046466,4
1068182,2
683146,3
697790,1
385374,3
1150776,5
1489512,3
1300135,2
128963,3
1194707,3
527737,2
1208206,4
1247805,4
1370420,5
913889,4
1478416,4
1556272,2
925601,5
790816,4
1625279,4
83699,4
358810,5
1039222,5
206441,4
10326,4
1523230,5
1412729,3
792320,4
138828,4
335079,4
1360719,2
602754,2
44141,4
391179,5
1318199,4
1494274,3
1428418,5
1229948,4
1139413,5
550571,4
1249975,3
245731,4
47593,4
300369,4
137263,4
1389192,2
954028,5
1569304,3
285593,4
613240,4
1238695,3
551499,4
947606,5
370136,3
1479336,4
362373,4
1163082,2
1443281,4
1008721,4
208908,3
1031715,5
443510,3
587794,3
1287997,4
1149660,5
804183,5
1001504,4
1266232,5
352459,3
935738,4
397282,5
1117972,3
601609,4
793952,4
179601,3
1336018,3
335585,3
1218706,4
111927,4
147482,4
1221342,3
612553,4
171705,3
1109888,4
981795,2
1235636,3
798810,5
418595,3
1497868,2
170169,4
1364819,4
1309574,4
781856,5
985483,3
574205,5
274487,4
416982,4
1630140,4
1047549,4
518130,5
931908,4
1210890,5
261035,2
657285,3
1424745,5
809204,4
98041,4
844007,3
1585602,3
901229,3
43315,3
263501,5
1076481,2
1624302,5
906546,4
280326,4
29842,3
1276697,1
390798,4
1203750,3
1453034,2
1010407,2
87781,3
35228,4
468583,5
1322836,5
190012,2
719802,3
752094,2
1492825,3
1039529,5
87347,3
44804,2
1342395,1
1293302,5
800794,5
496459,2
9642,3
107299,4
857757,4
156677,3
1048456,2
1325940,2
1450117,4
867977,3
870515,4
113983,3
560612,4
543097,4
372511,4
1341776,4
1120453,4
1486835,3
1130505,4
1383221,5
1640980,3
769512,3
998382,4
200201,4
228875,3
1144034,4
1234073,4
1415859,5
1347742,2
72942,3
363343,4
813062,3
406012,4
248571,4
503934,4
616303,3
1026734,4
983483,3
137183,5
111550,4
127054,2
949484,3
413650,4
1033290,3
755305,3
1326344,2
921136,3
640897,4
1063362,3
204473,3
378877,5
866670,4
1054009,4
517358,5
419279,2
921604,4
691189,5
471692,4
76739,2
177975,3
621649,4
742495,4
213399,4
152337,2
651412,4
459467,3
30383,4
404155,4
1671417,1
1447984,4
1375530,3
478200,4
298151,4
817259,4
1621462,4
1437191,1
677400,4
1627734,4
1287261,2
909895,4
993222,4
1062314,4
640492,3
1366607,4
1114097,4
55571,3
1068556,2
1487190,2
824148,2
1531475,3
431535,5
1553241,4
121976,4
1007941,5
882004,1
1188900,4
612984,5
22044,4
376988,3
1107694,2
1633804,3
320343,3
1078938,4
910391,4
1013060,4
1320148,4
1284194,3
105812,5
783856,3
377563,5
973364,4
1136057,4
459929,3
403446,2
158868,4
667937,4
389114,4
1320851,5
797376,4
537220,3
625905,3
1233048,4
179825,4
364693,2
1499250,3
631504,2
165968,5
1061862,2
1275611,4
1168475,2
907942,4
744160,4
714572,4
1309495,3
1085431,3
705427,3
1131161,4
1661701,3
1597176,5
880792,1
804164,3
1467530,1
37801,2
1471298,1
798452,4
1686946,4
178215,3
546876,4
1321621,5
1324531,5
651804,3
84527,5
199158,4
1476034,4
549256,3
1139588,4
1621487,4
1239954,3
1163172,3
802123,3
1000138,4
32359,5
1280184,4
983642,2
780991,5
938795,2
1361589,4
927326,5
736128,4
311592,3
1618546,4
1440162,3
480809,4
1057446,1
769936,4
947160,2
427770,4
1499562,4
781975,5
182132,2
574098,3
691336,1
332598,4
1500986,3
574801,4
866123,5
893552,2
1026003,3
1656620,2
119158,3
1278931,4
55577,4
376389,3
15366,4
1325181,3
294698,5
164298,4
674698,4
342062,5
505678,1
1527903,2
95350,3
863488,3
655476,5
615191,3
1443481,4
477959,2
1383238,5
449219,2
541252,3
1543597,4
1555863,2
195570,4
1559831,2
1397448,4
1137288,3
245475,5
963620,4
324280,4
728948,4
1593748,3
186519,4
123099,4
1678645,4
940230,4
600003,5
884715,3
584753,2
807291,4
923063,5
10649,3
907060,5
754825,3
1140548,3
1397153,4
1335427,4
1233684,4
